"","age","sex","settlement","year","province","populationtotal","populationnoted","populationed"
"373","18 ساله","پسر","شهر",1390,"البرز",17311,7627,9684
"374","19 ساله","پسر","شهر",1390,"البرز",17178,8715,8463
"375","6 ساله","پسر","شهر",1390,"البرز",16228,3741,12487
"376","7 ساله","پسر","شهر",1390,"البرز",15291,710,14581
"377","8 ساله","پسر","شهر",1390,"البرز",14799,522,14277
"378","9 ساله","پسر","شهر",1390,"البرز",14377,503,13874
"379","10 ساله","دختر","شهر",1390,"البرز",15176,542,14634
"380","11 ساله","دختر","شهر",1390,"البرز",14121,428,13693
"381","12 ساله","دختر","شهر",1390,"البرز",14255,478,13777
"382","13 ساله","دختر","شهر",1390,"البرز",14429,545,13884
"383","14 ساله","دختر","شهر",1390,"البرز",14351,857,13494
"384","15 ساله","دختر","شهر",1390,"البرز",14217,1526,12691
"385","16 ساله","دختر","شهر",1390,"البرز",15130,2282,12848
"386","17 ساله","دختر","شهر",1390,"البرز",16344,4780,11564
"387","18 ساله","دختر","شهر",1390,"البرز",17385,8790,8595
"388","19 ساله","دختر","شهر",1390,"البرز",18612,9840,8772
"389","6 ساله","دختر","شهر",1390,"البرز",15162,3480,11682
"390","7 ساله","دختر","شهر",1390,"البرز",14183,630,13553
"391","8 ساله","دختر","شهر",1390,"البرز",14115,554,13561
"392","9 ساله","دختر","شهر",1390,"البرز",13457,443,13014
"393","10 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"394","11 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"395","12 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"396","13 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"397","14 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"398","15 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"399","16 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"400","17 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"401","18 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"402","19 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"403","6 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"404","7 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"405","8 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"406","9 ساله","پسر","غیرساکن",1390,"البرز",0,0,0
"407","10 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"408","11 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"409","12 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"410","13 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"411","14 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"412","15 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"413","16 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"414","17 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"415","18 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"416","19 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"417","6 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"418","7 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"419","8 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"420","9 ساله","دختر","غیرساکن",1390,"البرز",0,0,0
"421","10 ساله","پسر","روستا",1390,"ايلام",1393,100,1293
"422","11 ساله","پسر","روستا",1390,"ايلام",1436,120,1316
"423","12 ساله","پسر","روستا",1390,"ايلام",1490,117,1373
"424","13 ساله","پسر","روستا",1390,"ايلام",1514,181,1333
"425","14 ساله","پسر","روستا",1390,"ايلام",1590,231,1359
"426","15 ساله","پسر","روستا",1390,"ايلام",1755,339,1416
"427","16 ساله","پسر","روستا",1390,"ايلام",1980,492,1488
"428","17 ساله","پسر","روستا",1390,"ايلام",2267,943,1324
"429","18 ساله","پسر","روستا",1390,"ايلام",2273,1349,924
"430","19 ساله","پسر","روستا",1390,"ايلام",2565,1778,787
"431","6 ساله","پسر","روستا",1390,"ايلام",1533,379,1154
"432","7 ساله","پسر","روستا",1390,"ايلام",1447,87,1360
"433","8 ساله","پسر","روستا",1390,"ايلام",1352,83,1269
"434","9 ساله","پسر","روستا",1390,"ايلام",1359,96,1263
"435","10 ساله","دختر","روستا",1390,"ايلام",1323,114,1209
"436","11 ساله","دختر","روستا",1390,"ايلام",1284,122,1162
"437","12 ساله","دختر","روستا",1390,"ايلام",1408,184,1224
"438","13 ساله","دختر","روستا",1390,"ايلام",1400,216,1184
"439","14 ساله","دختر","روستا",1390,"ايلام",1472,325,1147
"440","15 ساله","دختر","روستا",1390,"ايلام",1750,495,1255
"441","16 ساله","دختر","روستا",1390,"ايلام",1858,599,1259
"442","17 ساله","دختر","روستا",1390,"ايلام",2147,1007,1140
"443","18 ساله","دختر","روستا",1390,"ايلام",2151,1450,701
"444","19 ساله","دختر","روستا",1390,"ايلام",2342,1639,703
"445","6 ساله","دختر","روستا",1390,"ايلام",1535,371,1164
"446","7 ساله","دختر","روستا",1390,"ايلام",1391,91,1300
"447","8 ساله","دختر","روستا",1390,"ايلام",1330,87,1243
"448","9 ساله","دختر","روستا",1390,"ايلام",1307,90,1217
"449","10 ساله","پسر","شهر",1390,"ايلام",2632,65,2567
"450","11 ساله","پسر","شهر",1390,"ايلام",2517,74,2443
"451","12 ساله","پسر","شهر",1390,"ايلام",2500,68,2432
"452","13 ساله","پسر","شهر",1390,"ايلام",2432,78,2354
"453","14 ساله","پسر","شهر",1390,"ايلام",2708,92,2616
"454","15 ساله","پسر","شهر",1390,"ايلام",2789,192,2597
"455","16 ساله","پسر","شهر",1390,"ايلام",3091,263,2828
"456","17 ساله","پسر","شهر",1390,"ايلام",3435,764,2671
"457","18 ساله","پسر","شهر",1390,"ايلام",3775,1572,2203
"458","19 ساله","پسر","شهر",1390,"ايلام",4104,1786,2318
"459","6 ساله","پسر","شهر",1390,"ايلام",2873,582,2291
"460","7 ساله","پسر","شهر",1390,"ايلام",2757,106,2651
"461","8 ساله","پسر","شهر",1390,"ايلام",2630,81,2549
"462","9 ساله","پسر","شهر",1390,"ايلام",2525,62,2463
"463","10 ساله","دختر","شهر",1390,"ايلام",2380,73,2307
"464","11 ساله","دختر","شهر",1390,"ايلام",2359,65,2294
"465","12 ساله","دختر","شهر",1390,"ايلام",2395,70,2325
"466","13 ساله","دختر","شهر",1390,"ايلام",2365,66,2299
"467","14 ساله","دختر","شهر",1390,"ايلام",2582,91,2491
"468","15 ساله","دختر","شهر",1390,"ايلام",2643,191,2452
"469","16 ساله","دختر","شهر",1390,"ايلام",2969,303,2666
"470","17 ساله","دختر","شهر",1390,"ايلام",3410,761,2649
"471","18 ساله","دختر","شهر",1390,"ايلام",3587,1656,1931
"472","19 ساله","دختر","شهر",1390,"ايلام",4228,1801,2427
"473","6 ساله","دختر","شهر",1390,"ايلام",2634,508,2126
"474","7 ساله","دختر","شهر",1390,"ايلام",2567,83,2484
"475","8 ساله","دختر","شهر",1390,"ايلام",2389,71,2318
"476","9 ساله","دختر","شهر",1390,"ايلام",2293,73,2220
"477","10 ساله","پسر","غیرساکن",1390,"ايلام",8,1,7
"478","11 ساله","پسر","غیرساکن",1390,"ايلام",9,3,6
"479","12 ساله","پسر","غیرساکن",1390,"ايلام",9,3,6
"480","13 ساله","پسر","غیرساکن",1390,"ايلام",14,5,9
"481","14 ساله","پسر","غیرساکن",1390,"ايلام",20,9,11
"482","15 ساله","پسر","غیرساکن",1390,"ايلام",20,10,10
"483","16 ساله","پسر","غیرساکن",1390,"ايلام",15,8,7
"484","17 ساله","پسر","غیرساکن",1390,"ايلام",27,22,5
"485","18 ساله","پسر","غیرساکن",1390,"ايلام",29,21,8
"486","19 ساله","پسر","غیرساکن",1390,"ايلام",20,17,3
"487","6 ساله","پسر","غیرساکن",1390,"ايلام",6,1,5
"488","7 ساله","پسر","غیرساکن",1390,"ايلام",14,2,12
"489","8 ساله","پسر","غیرساکن",1390,"ايلام",11,0,11
"490","9 ساله","پسر","غیرساکن",1390,"ايلام",12,2,10
"491","10 ساله","دختر","غیرساکن",1390,"ايلام",13,2,11
"492","11 ساله","دختر","غیرساکن",1390,"ايلام",9,2,7
"493","12 ساله","دختر","غیرساکن",1390,"ايلام",14,7,7
"494","13 ساله","دختر","غیرساکن",1390,"ايلام",11,8,3
"495","14 ساله","دختر","غیرساکن",1390,"ايلام",18,14,4
"496","15 ساله","دختر","غیرساکن",1390,"ايلام",11,8,3
"497","16 ساله","دختر","غیرساکن",1390,"ايلام",19,16,3
"498","17 ساله","دختر","غیرساکن",1390,"ايلام",15,14,1
"499","18 ساله","دختر","غیرساکن",1390,"ايلام",15,13,2
"500","19 ساله","دختر","غیرساکن",1390,"ايلام",20,18,2
"501","6 ساله","دختر","غیرساکن",1390,"ايلام",9,2,7
"502","7 ساله","دختر","غیرساکن",1390,"ايلام",14,2,12
"503","8 ساله","دختر","غیرساکن",1390,"ايلام",5,2,3
"504","9 ساله","دختر","غیرساکن",1390,"ايلام",16,3,13
"505","10 ساله","پسر","روستا",1390,"بوشهر",2268,80,2188
"506","11 ساله","پسر","روستا",1390,"بوشهر",2179,83,2096
"507","12 ساله","پسر","روستا",1390,"بوشهر",2331,103,2228
"508","13 ساله","پسر","روستا",1390,"بوشهر",2168,107,2061
"509","14 ساله","پسر","روستا",1390,"بوشهر",2157,156,2001
"510","15 ساله","پسر","روستا",1390,"بوشهر",2305,313,1992
"511","16 ساله","پسر","روستا",1390,"بوشهر",2508,503,2005
"512","17 ساله","پسر","روستا",1390,"بوشهر",2693,973,1720
"513","18 ساله","پسر","روستا",1390,"بوشهر",3141,1745,1396
"514","19 ساله","پسر","روستا",1390,"بوشهر",3292,2006,1286
"515","6 ساله","پسر","روستا",1390,"بوشهر",2777,674,2103
"516","7 ساله","پسر","روستا",1390,"بوشهر",2591,106,2485
"517","8 ساله","پسر","روستا",1390,"بوشهر",2500,101,2399
"518","9 ساله","پسر","روستا",1390,"بوشهر",2500,97,2403
"519","10 ساله","دختر","روستا",1390,"بوشهر",2212,79,2133
"520","11 ساله","دختر","روستا",1390,"بوشهر",2164,104,2060
"521","12 ساله","دختر","روستا",1390,"بوشهر",2100,129,1971
"522","13 ساله","دختر","روستا",1390,"بوشهر",2110,180,1930
"523","14 ساله","دختر","روستا",1390,"بوشهر",2008,257,1751
"524","15 ساله","دختر","روستا",1390,"بوشهر",2192,444,1748
"525","16 ساله","دختر","روستا",1390,"بوشهر",2455,624,1831
"526","17 ساله","دختر","روستا",1390,"بوشهر",2494,1073,1421
"527","18 ساله","دختر","روستا",1390,"بوشهر",2857,1811,1046
"528","19 ساله","دختر","روستا",1390,"بوشهر",3002,2090,912
"529","6 ساله","دختر","روستا",1390,"بوشهر",2755,639,2116
"530","7 ساله","دختر","روستا",1390,"بوشهر",2376,130,2246
"531","8 ساله","دختر","روستا",1390,"بوشهر",2349,96,2253
"532","9 ساله","دختر","روستا",1390,"بوشهر",2328,93,2235
"533","10 ساله","پسر","شهر",1390,"بوشهر",4995,261,4734
"534","11 ساله","پسر","شهر",1390,"بوشهر",4839,209,4630
"535","12 ساله","پسر","شهر",1390,"بوشهر",5068,279,4789
"536","13 ساله","پسر","شهر",1390,"بوشهر",4850,283,4567
"537","14 ساله","پسر","شهر",1390,"بوشهر",4989,394,4595
"538","15 ساله","پسر","شهر",1390,"بوشهر",5215,771,4444
"539","16 ساله","پسر","شهر",1390,"بوشهر",5678,1031,4647
"540","17 ساله","پسر","شهر",1390,"بوشهر",6055,1919,4136
"541","18 ساله","پسر","شهر",1390,"بوشهر",6560,3201,3359
"542","19 ساله","پسر","شهر",1390,"بوشهر",7640,4457,3183
"543","6 ساله","پسر","شهر",1390,"بوشهر",5746,1414,4332
"544","7 ساله","پسر","شهر",1390,"بوشهر",5451,370,5081
"545","8 ساله","پسر","شهر",1390,"بوشهر",5372,306,5066
"546","9 ساله","پسر","شهر",1390,"بوشهر",5302,290,5012
"547","10 ساله","دختر","شهر",1390,"بوشهر",4989,286,4703
"548","11 ساله","دختر","شهر",1390,"بوشهر",4720,264,4456
"549","12 ساله","دختر","شهر",1390,"بوشهر",4917,305,4612
"550","13 ساله","دختر","شهر",1390,"بوشهر",4833,360,4473
"551","14 ساله","دختر","شهر",1390,"بوشهر",4756,457,4299
"552","15 ساله","دختر","شهر",1390,"بوشهر",4884,619,4265
"553","16 ساله","دختر","شهر",1390,"بوشهر",5209,934,4275
"554","17 ساله","دختر","شهر",1390,"بوشهر",5545,1666,3879
"555","18 ساله","دختر","شهر",1390,"بوشهر",6030,3151,2879
"556","19 ساله","دختر","شهر",1390,"بوشهر",6539,3443,3096
"557","6 ساله","دختر","شهر",1390,"بوشهر",5544,1365,4179
"558","7 ساله","دختر","شهر",1390,"بوشهر",5153,342,4811
"559","8 ساله","دختر","شهر",1390,"بوشهر",5086,307,4779
"560","9 ساله","دختر","شهر",1390,"بوشهر",4876,261,4615
"561","10 ساله","پسر","غیرساکن",1390,"بوشهر",29,3,26
"562","11 ساله","پسر","غیرساکن",1390,"بوشهر",30,6,24
"563","12 ساله","پسر","غیرساکن",1390,"بوشهر",21,5,16
"564","13 ساله","پسر","غیرساکن",1390,"بوشهر",30,12,18
"565","14 ساله","پسر","غیرساکن",1390,"بوشهر",17,4,13
"566","15 ساله","پسر","غیرساکن",1390,"بوشهر",32,16,16
"567","16 ساله","پسر","غیرساکن",1390,"بوشهر",26,8,18
"568","17 ساله","پسر","غیرساکن",1390,"بوشهر",24,15,9
"569","18 ساله","پسر","غیرساکن",1390,"بوشهر",40,27,13
"570","19 ساله","پسر","غیرساکن",1390,"بوشهر",18,17,1
"571","6 ساله","پسر","غیرساکن",1390,"بوشهر",19,6,13
"572","7 ساله","پسر","غیرساکن",1390,"بوشهر",15,2,13
"573","8 ساله","پسر","غیرساکن",1390,"بوشهر",26,0,26
"574","9 ساله","پسر","غیرساکن",1390,"بوشهر",25,1,24
"575","10 ساله","دختر","غیرساکن",1390,"بوشهر",22,2,20
